date,account_value
2020-05-27,158346.72008239746
2020-05-28,163829.06799143984
2020-05-29,170215.21885364532
2020-06-01,168630.5636022949
2020-06-02,168545.5531439209
2020-06-03,166507.65314392088
2020-06-04,170308.7431439209
2020-06-05,176716.9531439209
2020-06-08,177422.47314392088
2020-06-09,189242.70829590797
2020-06-10,179014.784295908
2020-06-11,175465.97829590796
2020-06-12,183402.76829590797
2020-06-15,182196.46829590795
2020-06-16,184193.87829590798
2020-06-17,185443.41832969667
2020-06-18,185198.244211483
2020-06-19,186257.6738419342
2020-06-22,186718.60651153565
2020-06-23,180468.96227966307
2020-06-24,184965.5212017441
2020-06-25,179604.93123657227
2020-06-26,185955.2430834961
2020-06-29,195540.3651147461
2020-06-30,200446.73738349916
2020-07-01,210727.26796875003
2020-07-02,228311.39317138674
2020-07-06,229702.5742698288
2020-07-07,229782.37775115966
2020-07-08,233508.50874206546
2020-07-09,245599.28859535695
2020-07-10,238586.82400390622
2020-07-13,242061.99931892395
2020-07-14,244676.58931892394
2020-07-15,239373.609318924
2020-07-16,239773.46931892395
2020-07-17,256869.57717956544
2020-07-20,249809.095703125
2020-07-21,251839.81992187497
2020-07-22,242323.81325202942
2020-07-23,234172.699079895
2020-07-24,241116.89609375002
2020-07-27,237130.104375
2020-07-28,239004.55875
2020-07-29,240033.47
2020-07-30,242037.7378125
2020-07-31,244756.58250000002
2020-08-03,246138.55265625002
2020-08-04,246732.34544921876
2020-08-05,250709.63451873782
2020-08-06,246150.80229675293
2020-08-07,244494.91984375002
2020-08-10,238742.35505859376
2020-08-11,249669.08284729006
2020-08-12,251855.0955380249
2020-08-13,253365.81922180176
2020-08-14,266052.2725028515
2020-08-17,268376.8244885254
2020-08-18,266634.4265307617
2020-08-19,272695.29374660493
2020-08-20,277728.22187500005
2020-08-21,277377.06624923705
2020-08-24,279314.71746517776
2020-08-25,290680.2823510742
2020-08-26,287562.884765625
2020-08-27,293988.84171874996
2020-08-28,286989.51004619594
2020-08-31,294615.810847168
2020-09-01,302703.5424110412
2020-09-02,280546.02791748045
2020-09-03,273829.65385757445
2020-09-04,254496.89875946046
2020-09-08,269053.5912973023
2020-09-09,264137.02689819335
2020-09-10,261782.20506225585
2020-09-11,275263.38116271974
2020-09-14,280876.8930926513
2020-09-15,271115.8754888916
2020-09-16,269046.2758772278
2020-09-17,265787.9204260254
2020-09-18,271372.1009094238
2020-09-21,273280.65456542966
2020-09-22,261360.69966461184
2020-09-23,263979.8761087036
2020-09-24,273639.41808776854
2020-09-25,278300.27671630855
2020-09-28,280413.89671630855
2020-09-29,284883.8372909546
2020-09-30,288787.60674316407
2020-10-01,276285.1009464264
2020-10-02,285227.70445434575
2020-10-05,284132.1669421387
2020-10-06,290322.3799108887
2020-10-07,288604.35729858396
2020-10-08,290058.83129577636
2020-10-09,297903.6539208984
2020-10-12,299009.8852777099
2020-10-13,296721.64966140746
2020-10-14,293599.5293612671
2020-10-15,291332.74446403503
2020-10-16,285694.42441162106
2020-10-19,286653.2644116211
2020-10-20,285349.09661865234
2020-10-21,281782.0211914063
2020-10-22,283947.6379266358
2020-10-23,275914.25601806643
2020-10-26,279847.62515029905
2020-10-27,265178.552935791
2020-10-28,271462.3206388855
2020-10-29,261400.26127470017
2020-10-30,262742.12945775985
2020-11-02,271768.7513027191
2020-11-03,286175.511920166
2020-11-04,293686.8946205521
2020-11-05,299228.86994720454
2020-11-06,282444.20154022216
2020-11-09,266770.0537322998
2020-11-10,278736.8351223755
2020-11-11,278549.30347286223
2020-11-12,275799.4104492569
2020-11-13,279472.5504492569
2020-11-16,280216.1504492569
2020-11-17,283255.1431573486
2020-11-18,284639.0488354492
2020-11-19,277681.47559906
2020-11-20,281361.9536437988
2020-11-23,281166.24837371823
2020-11-24,287627.9528775024
2020-11-25,289169.88817795756
2020-11-27,290115.75752685545
2020-11-30,291482.3138806152
2020-12-01,292847.4550878906
2020-12-02,292427.0571052647
2020-12-03,295848.170958252
2020-12-04,300395.6566369629
2020-12-07,296568.6447714233
2020-12-08,284982.5415435791
2020-12-09,287773.9915435791
2020-12-10,286950.6115435791
2020-12-11,294915.07154357916
2020-12-14,295235.3015435791
2020-12-15,292191.0915435791
2020-12-16,296932.09273071284
2020-12-17,295950.39349365234
2020-12-18,296252.75349365233
2020-12-21,294428.7434936523
2020-12-22,290164.2076806641
2020-12-23,291326.24778808595
2020-12-24,289837.8435519409
2020-12-28,290819.4955847168
2020-12-29,297035.6374511719
2020-12-30,296415.31481689453
2020-12-31,296415.31481689453
