date,account_value
2021-10-05,120230.87861206054
2021-10-06,121977.84767318727
2021-10-07,121091.46767318726
2021-10-08,121315.98767318725
2021-10-11,123147.88767318726
2021-10-12,124537.25767318727
2021-10-13,126640.44767318727
2021-10-14,128996.27767318726
2021-10-15,132457.85767318727
2021-10-18,133126.95767318725
2021-10-19,132959.32767318725
2021-10-20,135936.49767318726
2021-10-21,137702.01767318725
2021-10-22,148337.51682426452
2021-10-25,147393.36602783203
2021-10-26,148993.78602783201
2021-10-27,152092.38608398437
2021-10-28,156509.18454566956
2021-10-29,165382.96454566956
2021-11-01,161711.41454566954
2021-11-02,166929.74454566953
2021-11-03,169813.38454566954
2021-11-04,168647.25655273435
2021-11-05,163302.7269970703
2021-11-08,150839.70074424744
2021-11-09,153660.28074424743
2021-11-10,153018.9886340332
2021-11-11,150454.45791301728
2021-11-12,148409.42103973386
2021-11-15,153068.55837036134
2021-11-16,156911.44178524017
2021-11-17,158552.41178524017
2021-11-18,163100.85365249633
2021-11-19,164498.9332087326
2021-11-22,159195.3732087326
2021-11-23,160022.4732087326
2021-11-24,155552.80102890014
2021-11-26,162425.61102890014
2021-11-29,162690.27102890014
2021-11-30,156478.9967059326
2021-12-01,155455.7067059326
2021-12-02,146670.4467059326
2021-12-03,146253.2248815918
2021-12-06,152101.34935329438
2021-12-07,154083.74935329438
2021-12-08,145867.14661895751
2021-12-09,147625.54661895754
2021-12-10,141209.61661895752
2021-12-13,139830.5766189575
2021-12-14,142516.94794921877
2021-12-15,135032.684029541
2021-12-16,135574.16511177062
2021-12-17,131282.32632629396
2021-12-20,136404.58632629394
2021-12-21,145572.03130203247
2021-12-22,153190.69130203247
2021-12-23,156900.3713020325
2021-12-27,156061.67130203248
2021-12-28,155812.4313020325
2021-12-29,153771.27130203246
2021-12-30,151947.63130203247
2021-12-31,151947.63130203247
