date,account_value
2024-08-22,77882.42531784058
2024-08-23,77039.30531784058
2024-08-26,77571.74531784058
2024-08-27,76619.97531784058
2024-08-28,75123.66531784058
2024-08-29,75530.66531784057
2024-08-30,71550.0512133789
2024-09-03,70847.8012133789
2024-09-04,71418.00121337891
2024-09-05,69695.8212133789
2024-09-06,70716.84082572938
2024-09-09,70996.46761535645
2024-09-10,73692.36761535644
2024-09-11,74590.08761535645
2024-09-12,74522.92761535644
2024-09-13,73263.60761535645
2024-09-16,73117.22761535645
2024-09-17,73184.89106262207
2024-09-18,75994.87126441956
2024-09-19,75491.81127243042
2024-09-20,75374.64127243041
2024-09-23,76610.47127243041
2024-09-24,77229.79127243042
2024-09-25,77517.41127243043
2024-09-26,76898.78127243041
2024-09-27,77796.37127243042
2024-09-30,75807.16127243041
2024-10-01,76248.72065521241
2024-10-02,77286.3706552124
2024-10-03,78264.6705151367
2024-10-04,77892.65051513672
2024-10-07,79931.15051513672
2024-10-08,80379.89051513672
2024-10-09,80650.9264857483
2024-10-10,80572.78648574831
2024-10-11,81924.75322837828
2024-10-14,80685.8332283783
2024-10-15,81115.9932283783
2024-10-16,81461.1532283783
2024-10-17,82135.8332283783
2024-10-18,83676.91322837831
2024-10-21,83718.7532283783
2024-10-22,81552.7932283783
2024-10-23,81822.67322837829
2024-10-24,82348.31322837829
2024-10-25,82527.9132283783
2024-10-28,83104.1132283783
2024-10-29,82074.01322837829
2024-10-30,79304.1532283783
2024-10-31,79461.1132283783
2024-11-01,79322.1932283783
2024-11-04,80734.0332283783
2024-11-05,81959.1532283783
2024-11-06,83925.9932283783
2024-11-07,83495.3132283783
2024-11-08,82372.95322837829
2024-11-11,83127.63322837828
2024-11-12,82670.51322837829
2024-11-13,83189.1932283783
2024-11-14,81017.7532283783
2024-11-15,81052.5932283783
2024-11-18,82871.6332283783
2024-11-19,82823.07322837829
2024-11-20,82875.87322837829
2024-11-21,81872.35322837828
2024-11-22,81072.1532283783
2024-11-25,81819.7532283783
2024-11-26,81322.9532283783
2024-11-27,82497.39322837829
2024-11-29,83374.8332283783
2024-12-02,84724.3132283783
2024-12-03,85933.8332283783
2024-12-04,85803.1132283783
2024-12-05,85510.5532283783
2024-12-06,85003.39322837829
2024-12-09,84413.79322837829
2024-12-10,85540.5132283783
2024-12-11,85253.67322837829
2024-12-12,84299.7132283783
2024-12-13,84304.39322837829
2024-12-16,84180.1132283783
2024-12-17,82471.4732283783
2024-12-18,83114.7932283783
2024-12-19,84530.23322837829
2024-12-20,86172.1132283783
2024-12-23,86936.8732283783
2024-12-24,86887.4732283783
2024-12-26,85592.03322837829
2024-12-27,84984.3532283783
2024-12-30,83821.07322837829
2024-12-31,83821.07322837829
