date,account_value
2023-07-19,184875.05426971434
2023-07-20,182673.22419811247
2023-07-21,184345.0132190323
2023-07-24,184848.7532190323
2023-07-25,183697.34321903228
2023-07-26,183871.48602149962
2023-07-27,190663.11931667328
2023-07-28,190439.2899002838
2023-07-31,190184.02058899403
2023-08-01,184857.000588994
2023-08-02,185183.190588994
2023-08-03,183920.81058899406
2023-08-04,185052.41730049136
2023-08-07,182908.33730049134
2023-08-08,179015.25730049133
2023-08-09,179994.52730049135
2023-08-10,177974.10730049133
2023-08-11,179594.10730049133
2023-08-14,176838.77730049135
2023-08-15,173301.01730049134
2023-08-16,169622.8973004913
2023-08-17,168196.40730049135
2023-08-18,174098.25730049133
2023-08-21,174013.8959006882
2023-08-22,177389.08494430542
2023-08-23,172488.53494430543
2023-08-24,175163.4849443054
2023-08-25,176591.96494430542
2023-08-28,183119.04671783448
2023-08-29,182894.21671783447
2023-08-30,184189.07671783445
2023-08-31,182063.13671783448
2023-09-01,185713.19671783448
2023-09-05,184321.27671783447
2023-09-06,183851.43671783447
2023-09-07,183437.94977550505
2023-09-08,191291.13139930725
2023-09-11,186827.04139930726
2023-09-12,189438.79139930726
2023-09-13,191912.35139930726
2023-09-14,186956.17139930723
2023-09-15,185633.62139930725
2023-09-18,186808.43139930727
2023-09-19,183606.20139930723
2023-09-20,179753.27139930727
2023-09-21,177799.24139930724
2023-09-22,178576.83139930724
2023-09-25,176690.05139930727
2023-09-26,175609.50139930725
2023-09-27,178373.93139930724
2023-09-28,178979.21139930724
2023-09-29,181898.01139930726
2023-10-02,177993.97139930725
2023-10-03,183309.15639930725
2023-10-04,182816.79139930726
2023-10-05,186455.09139930722
2023-10-06,187250.66139930725
2023-10-09,188898.48139930726
2023-10-10,191519.96139930724
2023-10-11,190426.24139930727
2023-10-12,185797.33139930727
2023-10-13,188307.58139930724
2023-10-16,189598.40139930727
2023-10-17,185255.61139930726
2023-10-18,179637.0713993073
2023-10-19,175612.20139930723
2023-10-20,176800.92139930726
2023-10-23,177613.59139930725
2023-10-24,173424.09139930725
2023-10-25,168151.40344146726
2023-10-26,170168.4934414673
2023-10-27,171152.3134414673
2023-10-30,172099.54344146728
2023-10-31,176837.07344146728
2023-11-01,180580.84344146727
2023-11-02,182407.04344146728
2023-11-03,182938.53670948028
2023-11-06,185893.81985832215
2023-11-07,186242.35985832213
2023-11-08,183045.19985832216
2023-11-09,187861.9084677124
2023-11-10,189104.03015826226
2023-11-13,194805.41015826224
2023-11-14,194735.02015826225
2023-11-15,194336.83015826225
2023-11-16,194163.86307693482
2023-11-17,196835.90307693483
2023-11-20,196861.82307693482
2023-11-21,197272.03307693484
2023-11-22,196839.1730769348
2023-11-24,196377.5230769348
2023-11-27,200148.3930769348
2023-11-28,197564.4830769348
2023-11-29,195225.95307693482
2023-11-30,194114.6330769348
2023-12-01,191317.5530769348
2023-12-04,191774.56307693484
2023-12-05,190919.8730769348
2023-12-06,194655.1730769348
2023-12-07,196513.53307693484
2023-12-08,195055.9530769348
2023-12-11,197001.68307693483
2023-12-12,197020.2830769348
2023-12-13,195925.1030769348
2023-12-14,197314.45307693482
2023-12-15,200046.9730769348
2023-12-18,202796.43307693483
2023-12-19,199573.1430769348
2023-12-20,202771.71307693483
2023-12-21,202313.8030769348
2023-12-22,203673.53307693484
2023-12-26,205109.61307693482
2023-12-27,203470.67307693482
2023-12-28,201722.3730769348
2023-12-29,201722.3730769348
