time,open,high,low,close,volume,adjusted_close,tic
2023-01-01 19:25:00,16601.62,16601.62,16600.99,16601.0,0.007565,16601.0,BTCUSDT
2023-01-01 19:30:00,16590.56,16596.47,16585.32,16596.47,0.467348,16596.47,BTCUSDT
2023-01-01 19:35:00,16597.22,16597.22,16588.51,16588.66,1.23436,16588.66,BTCUSDT
2023-01-01 19:40:00,16589.38,16592.42,16587.99,16591.5,0.396089,16591.5,BTCUSDT
2023-01-01 19:45:00,16594.72,16594.82,16590.73,16594.03,0.077608,16594.03,BTCUSDT
2023-01-01 19:50:00,16590.78,16590.78,16585.37,16585.37,0.329686,16585.37,BTCUSDT
2023-01-01 19:55:00,16588.53,16591.37,16585.45,16590.73,1.020619,16590.73,BTCUSDT
2023-01-01 20:00:00,16586.77,16588.99,16579.49,16582.6,1.692306,16582.6,BTCUSDT
2023-01-01 20:05:00,16583.25,16585.17,16554.96,16554.96,7.298879,16554.96,BTCUSDT
2023-01-01 20:10:00,16563.65,16568.64,16561.24,16568.01,0.792882,16568.01,BTCUSDT
2023-01-01 20:15:00,16569.52,16569.52,16549.68,16561.16,6.00407,16561.16,BTCUSDT
2023-01-01 20:20:00,16561.86,16562.99,16551.74,16561.23,0.86151,16561.23,BTCUSDT
2023-01-01 20:25:00,16566.18,16568.07,16560.86,16566.55,0.281611,16566.55,BTCUSDT
2023-01-01 20:30:00,16570.4,16572.72,16563.24,16572.62,1.843841,16572.62,BTCUSDT
2023-01-01 20:35:00,16575.56,16576.23,16570.33,16570.66,0.905642,16570.66,BTCUSDT
2023-01-01 20:40:00,16573.92,16573.92,16567.25,16572.55,1.162859,16572.55,BTCUSDT
2023-01-01 20:45:00,16573.52,16573.52,16568.42,16572.13,0.213789,16572.13,BTCUSDT
2023-01-01 20:50:00,16572.13,16578.6,16567.69,16572.77,5.19148,16572.77,BTCUSDT
2023-01-01 20:55:00,16572.77,16573.59,16566.21,16569.44,1.406934,16569.44,BTCUSDT
2023-01-01 21:00:00,16566.05,16576.22,16558.59,16575.46,1.164694,16575.46,BTCUSDT
2023-01-01 21:05:00,16575.16,16578.11,16571.31,16576.47,0.757105,16576.47,BTCUSDT
2023-01-01 21:10:00,16576.47,16578.3,16573.81,16578.3,0.621226,16578.3,BTCUSDT
2023-01-01 21:15:00,16578.3,16580.91,16576.57,16577.46,0.416535,16577.46,BTCUSDT
2023-01-01 21:20:00,16577.46,16581.48,16575.43,16579.95,0.480996,16579.95,BTCUSDT
2023-01-01 21:25:00,16579.93,16580.91,16575.86,16580.91,0.301466,16580.91,BTCUSDT
2023-01-01 21:30:00,16580.91,16581.12,16576.85,16580.5,0.205363,16580.5,BTCUSDT
2023-01-01 21:35:00,16580.5,16581.31,16576.4,16579.11,0.51236,16579.11,BTCUSDT
2023-01-01 21:40:00,16579.09,16581.69,16578.01,16581.62,0.189463,16581.62,BTCUSDT
2023-01-01 21:45:00,16581.51,16588.15,16581.51,16586.84,0.392688,16586.84,BTCUSDT
2023-01-01 21:50:00,16589.0,16593.89,16589.0,16593.89,0.290065,16593.89,BTCUSDT
2023-01-01 21:55:00,16596.08,16596.24,16587.3,16590.14,0.23987,16590.14,BTCUSDT
2023-01-01 22:00:00,16587.18,16592.84,16584.31,16590.5,1.197955,16590.5,BTCUSDT
2023-01-01 22:05:00,16592.84,16596.3,16592.82,16594.82,1.154802,16594.82,BTCUSDT
2023-01-01 22:10:00,16594.81,16594.81,16588.15,16588.58,0.602529,16588.58,BTCUSDT
2023-01-01 22:15:00,16588.44,16592.99,16585.41,16585.9,0.971148,16585.9,BTCUSDT
2023-01-01 22:20:00,16589.17,16591.62,16584.23,16584.44,0.653926,16584.44,BTCUSDT
2023-01-01 22:25:00,16585.44,16586.0,16581.04,16582.14,0.699137,16582.14,BTCUSDT
2023-01-01 22:30:00,16582.04,16597.88,16582.04,16594.51,0.418405,16594.51,BTCUSDT
2023-01-01 22:35:00,16594.8,16609.8,16594.79,16609.15,1.093732,16609.15,BTCUSDT
2023-01-01 22:40:00,16609.16,16610.7,16605.64,16605.64,0.426761,16605.64,BTCUSDT
