time,open,high,low,close,volume,adjusted_close,tic
2023-01-01 00:00:00,16522.7,16524.37,16522.7,16524.37,0.107322,16524.37,BTCUSDT
2023-01-01 00:05:00,16524.09,16524.1,16513.04,16513.04,2.666535,16513.04,BTCUSDT
2023-01-01 00:10:00,16512.7,16517.37,16512.6,16517.28,0.386085,16517.28,BTCUSDT
2023-01-01 00:15:00,16517.2,16519.07,16514.36,16514.36,0.762957,16514.36,BTCUSDT
2023-01-01 00:20:00,16517.61,16517.61,16511.38,16516.39,0.636209,16516.39,BTCUSDT
2023-01-01 00:25:00,16517.21,16519.68,16513.03,16519.68,0.515579,16519.68,BTCUSDT
2023-01-01 00:30:00,16520.92,16521.32,16515.23,16518.71,1.095346,16518.71,BTCUSDT
2023-01-01 00:35:00,16519.92,16519.92,16519.92,16519.92,0.001264,16519.92,BTCUSDT
2023-01-01 00:40:00,16517.43,16517.43,16516.2,16517.23,0.214173,16517.23,BTCUSDT
2023-01-01 00:45:00,16519.92,16522.7,16519.92,16522.7,0.225787,16522.7,BTCUSDT
2023-01-01 00:50:00,16519.71,16522.76,16519.42,16522.76,0.159684,16522.76,BTCUSDT
2023-01-01 00:55:00,16520.15,16527.99,16519.81,16527.99,0.24257,16527.99,BTCUSDT
2023-01-01 01:00:00,16532.16,16540.4,16532.16,16538.43,1.004724,16538.43,BTCUSDT
2023-01-01 01:05:00,16538.71,16538.71,16530.46,16537.22,0.605702,16537.22,BTCUSDT
2023-01-01 01:10:00,16537.03,16539.38,16534.02,16534.02,0.148739,16534.02,BTCUSDT
2023-01-01 01:15:00,16536.42,16546.73,16536.42,16546.73,1.112464,16546.73,BTCUSDT
2023-01-01 01:20:00,16543.48,16545.56,16541.19,16543.24,1.357825,16543.24,BTCUSDT
2023-01-01 01:25:00,16543.02,16547.21,16542.05,16546.19,1.241474,16546.19,BTCUSDT
2023-01-01 01:30:00,16542.64,16543.04,16538.51,16538.51,0.402855,16538.51,BTCUSDT
2023-01-01 01:35:00,16539.72,16539.73,16537.74,16538.44,0.36425,16538.44,BTCUSDT
2023-01-01 01:40:00,16540.38,16543.41,16538.18,16543.41,0.645088,16543.41,BTCUSDT
2023-01-01 01:45:00,16543.09,16543.09,16542.03,16542.03,0.040889,16542.03,BTCUSDT
2023-01-01 01:50:00,16540.87,16540.87,16538.46,16540.12,0.31128,16540.12,BTCUSDT
2023-01-01 01:55:00,16539.14,16539.14,16539.14,16539.14,0.132178,16539.14,BTCUSDT
2023-01-01 02:00:00,16541.2,16542.58,16539.58,16541.95,0.506567,16541.95,BTCUSDT
2023-01-01 02:05:00,16537.63,16537.63,16527.34,16533.8,3.990657,16533.8,BTCUSDT
2023-01-01 02:10:00,16535.94,16535.94,16521.96,16527.35,1.255258,16527.35,BTCUSDT
2023-01-01 02:15:00,16526.14,16526.15,16497.67,16508.78,7.106164,16508.78,BTCUSDT
2023-01-01 02:20:00,16508.83,16510.15,16505.69,16509.89,0.304951,16509.89,BTCUSDT
2023-01-01 02:25:00,16507.08,16519.7,16500.18,16519.7,5.941935,16519.7,BTCUSDT
2023-01-01 02:30:00,16521.36,16522.04,16513.88,16517.74,0.650569,16517.74,BTCUSDT
2023-01-01 02:35:00,16516.65,16518.05,16503.73,16517.96,4.308896,16517.96,BTCUSDT
2023-01-01 02:40:00,16523.6,16527.96,16519.63,16525.46,0.703034,16525.46,BTCUSDT
2023-01-01 02:45:00,16524.48,16529.49,16524.48,16527.95,1.606835,16527.95,BTCUSDT
2023-01-01 02:50:00,16529.04,16529.7,16522.71,16524.45,0.743867,16524.45,BTCUSDT
2023-01-01 02:55:00,16524.72,16528.14,16524.72,16528.14,0.557261,16528.14,BTCUSDT
2023-01-01 03:00:00,16528.04,16529.62,16528.04,16529.62,0.393907,16529.62,BTCUSDT
2023-01-01 03:05:00,16532.56,16532.56,16518.05,16521.14,2.42792,16521.14,BTCUSDT
2023-01-01 03:10:00,16520.5,16520.76,16517.36,16517.36,0.983753,16517.36,BTCUSDT
2023-01-01 03:15:00,16516.83,16521.61,16513.29,16521.61,2.493686,16521.61,BTCUSDT
2023-01-01 03:20:00,16520.61,16522.9,16518.36,16522.9,1.203115,16522.9,BTCUSDT
2023-01-01 03:25:00,16522.27,16522.27,16520.83,16520.83,0.209476,16520.83,BTCUSDT
2023-01-01 03:30:00,16522.61,16524.07,16520.13,16520.13,0.281188,16520.13,BTCUSDT
2023-01-01 03:35:00,16516.98,16517.87,16514.21,16514.21,0.260999,16514.21,BTCUSDT
2023-01-01 03:40:00,16515.32,16515.33,16511.84,16511.84,0.431983,16511.84,BTCUSDT
2023-01-01 03:45:00,16513.82,16513.82,16513.82,16513.82,0.001284,16513.82,BTCUSDT
2023-01-01 03:50:00,16514.22,16514.59,16508.11,16512.53,1.365619,16512.53,BTCUSDT
2023-01-01 03:55:00,16513.5,16513.51,16512.48,16512.54,0.264125,16512.54,BTCUSDT
2023-01-01 04:00:00,16513.58,16513.58,16513.58,16513.58,0.001287,16513.58,BTCUSDT
2023-01-01 04:05:00,16509.44,16509.75,16506.31,16508.83,0.824419,16508.83,BTCUSDT
2023-01-01 04:10:00,16509.84,16512.3,16509.84,16511.03,0.40716,16511.03,BTCUSDT
2023-01-01 04:15:00,16514.33,16515.96,16514.33,16514.39,0.686606,16514.39,BTCUSDT
2023-01-01 04:20:00,16517.0,16517.16,16517.0,16517.16,0.141955,16517.16,BTCUSDT
2023-01-01 04:25:00,16521.96,16521.96,16515.05,16515.05,0.429063,16515.05,BTCUSDT
2023-01-01 04:30:00,16517.25,16518.25,16517.25,16518.25,0.067425,16518.25,BTCUSDT
2023-01-01 04:35:00,16523.33,16523.33,16523.33,16523.33,0.004848,16523.33,BTCUSDT
2023-01-01 04:40:00,16522.76,16531.44,16522.75,16531.44,2.142381,16531.44,BTCUSDT
2023-01-01 04:45:00,16533.39,16533.39,16528.37,16533.37,0.582983,16533.37,BTCUSDT
2023-01-01 04:50:00,16533.63,16536.84,16533.14,16535.9,1.158604,16535.9,BTCUSDT
2023-01-01 04:55:00,16538.48,16541.01,16536.91,16536.91,1.002776,16536.91,BTCUSDT
2023-01-01 05:00:00,16536.36,16538.9,16535.15,16535.9,0.450055,16535.9,BTCUSDT
2023-01-01 05:05:00,16533.5,16536.91,16532.7,16532.7,0.067695,16532.7,BTCUSDT
2023-01-01 05:10:00,16537.28,16542.31,16537.28,16542.28,1.194642,16542.28,BTCUSDT
2023-01-01 05:15:00,16544.03,16544.05,16541.74,16541.74,0.589339,16541.74,BTCUSDT
2023-01-01 05:20:00,16541.59,16542.72,16541.59,16542.72,0.232149,16542.72,BTCUSDT
2023-01-01 05:25:00,16542.82,16545.96,16542.03,16545.96,0.316384,16545.96,BTCUSDT
2023-01-01 05:30:00,16542.29,16542.95,16537.92,16537.92,0.913817,16537.92,BTCUSDT
2023-01-01 05:35:00,16536.51,16544.7,16535.13,16535.13,12.016488,16535.13,BTCUSDT
2023-01-01 05:40:00,16538.29,16545.6,16538.19,16541.99,4.649794,16541.99,BTCUSDT
2023-01-01 05:45:00,16542.52,16542.68,16542.52,16542.68,0.310666,16542.68,BTCUSDT
2023-01-01 05:50:00,16542.31,16542.97,16540.08,16542.97,1.220914,16542.97,BTCUSDT
2023-01-01 05:55:00,16542.88,16554.4,16542.88,16548.68,7.851735,16548.68,BTCUSDT
2023-01-01 06:00:00,16549.78,16552.43,16548.48,16548.48,0.915663,16548.48,BTCUSDT
2023-01-01 06:05:00,16546.17,16551.17,16546.17,16551.17,0.367949,16551.17,BTCUSDT
2023-01-01 06:10:00,16551.06,16555.37,16550.86,16555.37,0.074939,16555.37,BTCUSDT
2023-01-01 06:15:00,16546.41,16546.41,16543.03,16544.59,0.841132,16544.59,BTCUSDT
2023-01-01 06:20:00,16544.59,16544.59,16544.59,16544.59,0.0,16544.59,BTCUSDT
2023-01-01 06:25:00,16544.59,16544.59,16544.59,16544.59,0.0,16544.59,BTCUSDT
2023-01-01 06:30:00,16545.3,16545.33,16545.3,16545.33,0.201764,16545.33,BTCUSDT
2023-01-01 06:35:00,16550.15,16550.15,16547.81,16547.81,0.243016,16547.81,BTCUSDT
2023-01-01 06:40:00,16551.88,16551.88,16551.88,16551.88,0.005281,16551.88,BTCUSDT
2023-01-01 06:45:00,16550.47,16550.47,16547.83,16547.83,0.529205,16547.83,BTCUSDT
2023-01-01 06:50:00,16549.53,16550.51,16549.53,16550.51,0.082223,16550.51,BTCUSDT
2023-01-01 06:55:00,16550.51,16550.51,16550.51,16550.51,0.0,16550.51,BTCUSDT
2023-01-01 07:00:00,16555.97,16561.39,16555.89,16561.39,0.129266,16561.39,BTCUSDT
2023-01-01 07:05:00,16559.31,16559.31,16549.34,16549.34,1.204692,16549.34,BTCUSDT
2023-01-01 07:10:00,16554.6,16569.03,16554.26,16567.01,2.738806,16567.01,BTCUSDT
2023-01-01 07:15:00,16562.42,16566.63,16562.11,16565.33,0.537279,16565.33,BTCUSDT
2023-01-01 07:20:00,16561.29,16564.86,16558.97,16558.97,0.58327,16558.97,BTCUSDT
2023-01-01 07:25:00,16561.28,16568.3,16558.8,16568.3,1.678521,16568.3,BTCUSDT
2023-01-01 07:30:00,16564.17,16564.17,16556.84,16559.04,0.871098,16559.04,BTCUSDT
2023-01-01 07:35:00,16558.86,16559.33,16558.82,16558.9,0.163193,16558.9,BTCUSDT
2023-01-01 07:40:00,16555.14,16558.22,16555.13,16558.22,0.038759,16558.22,BTCUSDT
2023-01-01 07:45:00,16557.51,16562.19,16557.51,16562.19,0.315618,16562.19,BTCUSDT
2023-01-01 07:50:00,16559.44,16562.18,16559.44,16559.77,0.187875,16559.77,BTCUSDT
2023-01-01 07:55:00,16559.93,16561.92,16559.91,16561.92,0.102297,16561.92,BTCUSDT
2023-01-01 08:00:00,16563.21,16566.58,16560.48,16566.58,0.255635,16566.58,BTCUSDT
2023-01-01 08:05:00,16564.0,16565.65,16561.04,16561.04,2.193502,16561.04,BTCUSDT
2023-01-01 08:10:00,16558.09,16558.09,16554.31,16554.31,0.064172,16554.31,BTCUSDT
2023-01-01 08:15:00,16546.8,16549.14,16542.43,16542.43,0.755809,16542.43,BTCUSDT
2023-01-01 08:20:00,16548.52,16549.28,16546.17,16549.21,0.089962,16549.21,BTCUSDT
2023-01-01 08:25:00,16549.07,16549.37,16548.79,16549.37,0.519846,16549.37,BTCUSDT
2023-01-01 08:30:00,16551.81,16551.81,16547.93,16547.93,0.023134,16547.93,BTCUSDT
2023-01-01 08:35:00,16545.5,16547.31,16539.0,16544.79,4.28178,16544.79,BTCUSDT
2023-01-01 08:40:00,16542.58,16544.8,16542.58,16544.64,0.580979,16544.64,BTCUSDT
2023-01-01 08:45:00,16544.4,16544.69,16541.07,16544.69,0.57405,16544.69,BTCUSDT
2023-01-01 08:50:00,16545.36,16546.54,16543.47,16546.54,0.774473,16546.54,BTCUSDT
2023-01-01 08:55:00,16547.64,16550.1,16547.64,16548.08,0.807558,16548.08,BTCUSDT
2023-01-01 09:00:00,16550.12,16553.1,16550.12,16553.1,0.740123,16553.1,BTCUSDT
2023-01-01 09:05:00,16551.35,16551.35,16548.24,16548.68,0.734022,16548.68,BTCUSDT
2023-01-01 09:10:00,16545.05,16553.6,16545.02,16553.6,1.072965,16553.6,BTCUSDT
2023-01-01 09:15:00,16551.13,16554.78,16551.09,16554.78,0.550299,16554.78,BTCUSDT
2023-01-01 09:20:00,16556.51,16556.51,16553.25,16553.25,0.157627,16553.25,BTCUSDT
2023-01-01 09:25:00,16552.92,16556.81,16552.24,16554.73,0.376868,16554.73,BTCUSDT
2023-01-01 09:30:00,16556.68,16558.65,16556.67,16558.65,0.287052,16558.65,BTCUSDT
2023-01-01 09:35:00,16554.05,16554.05,16550.96,16550.96,0.039356,16550.96,BTCUSDT
2023-01-01 09:40:00,16553.49,16553.49,16546.48,16546.48,1.072876,16546.48,BTCUSDT
2023-01-01 09:45:00,16547.73,16550.92,16543.48,16547.19,1.517373,16547.19,BTCUSDT
2023-01-01 09:50:00,16550.59,16550.91,16550.52,16550.52,0.300324,16550.52,BTCUSDT
2023-01-01 09:55:00,16548.0,16548.0,16540.15,16540.15,2.176784,16540.15,BTCUSDT
2023-01-01 10:00:00,16543.13,16545.48,16543.13,16545.48,0.671896,16545.48,BTCUSDT
2023-01-01 10:05:00,16545.44,16549.07,16545.44,16547.12,1.385564,16547.12,BTCUSDT
2023-01-01 10:10:00,16549.21,16550.49,16549.21,16550.49,0.084277,16550.49,BTCUSDT
2023-01-01 10:15:00,16549.0,16550.51,16548.5,16548.5,2.291395,16548.5,BTCUSDT
2023-01-01 10:20:00,16547.28,16547.28,16537.86,16539.27,1.339055,16539.27,BTCUSDT
2023-01-01 10:25:00,16536.6,16541.49,16536.43,16541.49,0.68522,16541.49,BTCUSDT
2023-01-01 10:30:00,16543.93,16545.55,16543.91,16545.45,0.027383,16545.45,BTCUSDT
2023-01-01 10:35:00,16543.56,16543.56,16543.49,16543.49,0.125635,16543.49,BTCUSDT
2023-01-01 10:40:00,16546.09,16546.09,16546.09,16546.09,0.13157,16546.09,BTCUSDT
2023-01-01 10:45:00,16549.85,16550.17,16548.52,16548.52,0.294205,16548.52,BTCUSDT
2023-01-01 10:50:00,16548.62,16549.13,16548.62,16548.88,0.190779,16548.88,BTCUSDT
2023-01-01 10:55:00,16546.14,16559.44,16545.66,16557.02,1.439791,16557.02,BTCUSDT
2023-01-01 11:00:00,16556.76,16579.04,16556.43,16563.53,7.395376,16563.53,BTCUSDT
2023-01-01 11:05:00,16565.21,16570.23,16565.21,16566.05,1.162454,16566.05,BTCUSDT
2023-01-01 11:10:00,16564.24,16565.52,16559.39,16562.73,0.952329,16562.73,BTCUSDT
2023-01-01 11:15:00,16560.6,16571.42,16560.57,16571.42,1.487975,16571.42,BTCUSDT
2023-01-01 11:20:00,16570.27,16570.27,16564.41,16569.22,0.655912,16569.22,BTCUSDT
2023-01-01 11:25:00,16574.07,16579.11,16574.07,16579.11,0.096841,16579.11,BTCUSDT
2023-01-01 11:30:00,16576.68,16580.1,16573.47,16578.81,1.344583,16578.81,BTCUSDT
2023-01-01 11:35:00,16577.88,16577.88,16573.5,16573.5,0.721714,16573.5,BTCUSDT
2023-01-01 11:40:00,16574.46,16574.46,16562.42,16563.05,1.139419,16563.05,BTCUSDT
2023-01-01 11:45:00,16567.23,16573.35,16566.85,16573.35,0.973331,16573.35,BTCUSDT
2023-01-01 11:50:00,16566.58,16566.58,16566.13,16566.13,0.006923,16566.13,BTCUSDT
2023-01-01 11:55:00,16564.68,16568.74,16564.68,16565.71,0.7316,16565.71,BTCUSDT
2023-01-01 12:00:00,16566.53,16569.12,16563.57,16569.12,0.975736,16569.12,BTCUSDT
2023-01-01 12:05:00,16568.44,16571.72,16568.44,16571.72,0.676983,16571.72,BTCUSDT
2023-01-01 12:10:00,16568.21,16572.31,16567.96,16572.27,0.669392,16572.27,BTCUSDT
2023-01-01 12:15:00,16572.25,16580.1,16571.3,16574.87,1.753746,16574.87,BTCUSDT
2023-01-01 12:20:00,16580.36,16589.38,16579.9,16586.17,2.817875,16586.17,BTCUSDT
2023-01-01 12:25:00,16588.06,16595.36,16585.01,16585.01,4.930267,16585.01,BTCUSDT
2023-01-01 12:30:00,16583.79,16587.26,16576.58,16576.58,2.217412,16576.58,BTCUSDT
2023-01-01 12:35:00,16576.58,16582.03,16573.04,16579.1,1.713343,16579.1,BTCUSDT
2023-01-01 12:40:00,16579.39,16585.75,16579.39,16585.75,0.425249,16585.75,BTCUSDT
2023-01-01 12:45:00,16583.76,16583.76,16580.41,16583.06,0.600075,16583.06,BTCUSDT
2023-01-01 12:50:00,16584.07,16585.52,16578.23,16578.23,0.849316,16578.23,BTCUSDT
2023-01-01 12:55:00,16580.41,16580.41,16580.41,16580.41,0.001158,16580.41,BTCUSDT
2023-01-01 13:00:00,16583.67,16598.99,16583.67,16596.28,1.867556,16596.28,BTCUSDT
2023-01-01 13:05:00,16592.71,16600.41,16592.05,16599.82,1.520253,16599.82,BTCUSDT
2023-01-01 13:10:00,16597.7,16601.18,16589.91,16593.99,2.296063,16593.99,BTCUSDT
2023-01-01 13:15:00,16594.5,16594.5,16594.5,16594.5,0.001204,16594.5,BTCUSDT
2023-01-01 13:20:00,16591.37,16594.57,16589.5,16594.57,0.809663,16594.57,BTCUSDT
2023-01-01 13:25:00,16594.57,16596.28,16589.17,16596.28,0.173895,16596.28,BTCUSDT
2023-01-01 13:30:00,16593.19,16598.07,16592.43,16596.52,1.524281,16596.52,BTCUSDT
2023-01-01 13:35:00,16598.55,16598.86,16596.19,16596.25,0.154627,16596.25,BTCUSDT
2023-01-01 13:40:00,16596.26,16599.76,16595.06,16599.76,0.080958,16599.76,BTCUSDT
2023-01-01 13:45:00,16599.11,16599.11,16587.32,16587.32,3.671896,16587.32,BTCUSDT
2023-01-01 13:50:00,16589.59,16592.99,16589.59,16592.99,0.678011,16592.99,BTCUSDT
2023-01-01 13:55:00,16589.61,16591.32,16588.52,16591.32,0.855358,16591.32,BTCUSDT
2023-01-01 14:00:00,16592.88,16602.67,16592.88,16598.4,0.815326,16598.4,BTCUSDT
2023-01-01 14:05:00,16599.69,16604.29,16599.69,16600.44,0.54422,16600.44,BTCUSDT
2023-01-01 14:10:00,16603.6,16606.82,16603.08,16604.22,1.151669,16604.22,BTCUSDT
2023-01-01 14:15:00,16603.97,16617.4,16601.62,16613.04,6.781997,16613.04,BTCUSDT
2023-01-01 14:20:00,16614.41,16615.1,16602.74,16608.35,1.000245,16608.35,BTCUSDT
2023-01-01 14:25:00,16613.65,16621.93,16613.65,16618.76,2.260732,16618.76,BTCUSDT
2023-01-01 14:30:00,16621.24,16621.25,16609.35,16609.35,1.009207,16609.35,BTCUSDT
2023-01-01 14:35:00,16615.39,16619.97,16614.56,16619.71,1.494329,16619.71,BTCUSDT
2023-01-01 14:40:00,16621.29,16621.95,16613.92,16613.92,1.088915,16613.92,BTCUSDT
2023-01-01 14:45:00,16611.81,16611.81,16605.54,16605.54,0.60934,16605.54,BTCUSDT
2023-01-01 14:50:00,16610.87,16610.88,16607.34,16607.34,0.148308,16607.34,BTCUSDT
2023-01-01 14:55:00,16599.57,16599.57,16595.74,16599.38,0.682753,16599.38,BTCUSDT
2023-01-01 15:00:00,16602.43,16607.1,16602.39,16607.09,0.482211,16607.09,BTCUSDT
2023-01-01 15:05:00,16608.19,16608.19,16602.21,16602.21,0.278696,16602.21,BTCUSDT
2023-01-01 15:10:00,16605.02,16612.68,16603.89,16608.45,2.479007,16608.45,BTCUSDT
2023-01-01 15:15:00,16608.45,16614.69,16608.45,16611.88,1.358502,16611.88,BTCUSDT
2023-01-01 15:20:00,16613.04,16619.02,16613.04,16617.58,0.339061,16617.58,BTCUSDT
2023-01-01 15:25:00,16620.75,16628.2,16616.5,16616.8,1.145644,16616.8,BTCUSDT
2023-01-01 15:30:00,16622.03,16622.04,16618.96,16618.96,0.071456,16618.96,BTCUSDT
2023-01-01 15:35:00,16619.16,16621.75,16617.65,16621.75,1.3422,16621.75,BTCUSDT
2023-01-01 15:40:00,16619.05,16620.12,16611.33,16612.12,1.403495,16612.12,BTCUSDT
2023-01-01 15:45:00,16611.08,16611.47,16606.4,16609.7,1.119085,16609.7,BTCUSDT
2023-01-01 15:50:00,16611.33,16614.07,16609.85,16609.85,0.485521,16609.85,BTCUSDT
2023-01-01 15:55:00,16605.99,16605.99,16603.18,16604.93,0.857986,16604.93,BTCUSDT
2023-01-01 16:00:00,16606.11,16607.8,16596.77,16596.77,1.420524,16596.77,BTCUSDT
2023-01-01 16:05:00,16598.99,16601.61,16593.68,16594.05,1.673868,16594.05,BTCUSDT
2023-01-01 16:10:00,16594.62,16598.3,16594.0,16596.77,2.525935,16596.77,BTCUSDT
2023-01-01 16:15:00,16596.67,16605.3,16594.46,16605.18,1.59979,16605.18,BTCUSDT
2023-01-01 16:20:00,16603.92,16603.92,16596.83,16596.83,0.859066,16596.83,BTCUSDT
2023-01-01 16:25:00,16599.05,16601.08,16599.04,16600.62,0.565597,16600.62,BTCUSDT
2023-01-01 16:30:00,16599.82,16600.44,16596.9,16599.57,0.861259,16599.57,BTCUSDT
2023-01-01 16:35:00,16598.71,16603.32,16598.71,16603.32,1.805795,16603.32,BTCUSDT
2023-01-01 16:40:00,16603.26,16603.26,16603.26,16603.26,0.001211,16603.26,BTCUSDT
2023-01-01 16:45:00,16604.09,16604.09,16600.15,16604.09,0.222349,16604.09,BTCUSDT
2023-01-01 16:50:00,16605.61,16607.31,16605.61,16607.31,0.152335,16607.31,BTCUSDT
2023-01-01 16:55:00,16606.71,16608.11,16606.7,16607.76,0.063549,16607.76,BTCUSDT
2023-01-01 17:00:00,16608.8,16614.25,16608.8,16610.24,0.812741,16610.24,BTCUSDT
2023-01-01 17:05:00,16613.73,16613.73,16605.99,16606.42,0.09837,16606.42,BTCUSDT
2023-01-01 17:10:00,16605.63,16606.66,16598.03,16599.88,1.989277,16599.88,BTCUSDT
2023-01-01 17:15:00,16596.17,16599.23,16588.6,16593.73,0.242703,16593.73,BTCUSDT
2023-01-01 17:20:00,16594.26,16600.39,16592.97,16600.28,0.301096,16600.28,BTCUSDT
2023-01-01 17:25:00,16595.48,16596.55,16595.48,16596.18,0.228965,16596.18,BTCUSDT
2023-01-01 17:30:00,16597.86,16600.7,16594.67,16594.67,2.990525,16594.67,BTCUSDT
2023-01-01 17:35:00,16596.58,16598.02,16593.54,16597.27,0.438275,16597.27,BTCUSDT
2023-01-01 17:40:00,16593.94,16599.95,16589.7,16589.7,3.254974,16589.7,BTCUSDT
2023-01-01 17:45:00,16599.39,16599.39,16598.33,16598.78,0.010704,16598.78,BTCUSDT
2023-01-01 17:50:00,16601.61,16601.61,16597.33,16599.07,0.587484,16599.07,BTCUSDT
2023-01-01 17:55:00,16603.13,16603.13,16603.13,16603.13,0.001176,16603.13,BTCUSDT
2023-01-01 18:00:00,16605.15,16605.15,16604.64,16604.67,0.075975,16604.67,BTCUSDT
2023-01-01 18:05:00,16605.41,16613.04,16604.27,16613.04,3.70424,16613.04,BTCUSDT
2023-01-01 18:10:00,16619.22,16622.41,16615.96,16615.96,2.833041,16615.96,BTCUSDT
2023-01-01 18:15:00,16618.28,16621.14,16612.88,16616.17,0.846289,16616.17,BTCUSDT
2023-01-01 18:20:00,16613.36,16617.51,16612.7,16617.26,1.307405,16617.26,BTCUSDT
2023-01-01 18:25:00,16614.31,16614.31,16605.83,16607.64,1.65427,16607.64,BTCUSDT
2023-01-01 18:30:00,16608.97,16617.21,16608.97,16616.42,3.314589,16616.42,BTCUSDT
2023-01-01 18:35:00,16614.84,16614.84,16606.32,16610.06,3.429244,16610.06,BTCUSDT
2023-01-01 18:40:00,16613.2,16618.32,16609.43,16609.64,2.598078,16609.64,BTCUSDT
2023-01-01 18:45:00,16606.08,16607.55,16605.0,16607.55,1.424027,16607.55,BTCUSDT
2023-01-01 18:50:00,16607.16,16608.74,16605.28,16605.28,0.350255,16605.28,BTCUSDT
2023-01-01 18:55:00,16612.43,16621.52,16612.43,16617.57,1.268354,16617.57,BTCUSDT
2023-01-01 19:00:00,16619.93,16625.68,16619.84,16621.79,1.638555,16621.79,BTCUSDT
2023-01-01 19:05:00,16623.62,16628.5,16615.63,16621.11,1.802296,16621.11,BTCUSDT
2023-01-01 19:10:00,16620.74,16620.74,16612.72,16613.39,0.372877,16613.39,BTCUSDT
2023-01-01 19:15:00,16614.62,16614.62,16606.83,16606.83,0.334181,16606.83,BTCUSDT
2023-01-01 19:20:00,16601.01,16601.27,16595.97,16599.46,1.318178,16599.46,BTCUSDT
